# fs=395.8 rpm=11258
timestamp_ms,az,current_A,rpm
1650,12.6310,0.1303,10704
1652,10.0420,0.2012,10704
1655,6.9039,0.0869,10704
1657,11.2188,0.1225,10704
1660,12.2387,-0.0132,10704
1662,10.7481,0.0609,10704
1665,7.0216,-0.0944,10704
1667,10.3166,-0.0100,10704
1670,10.7873,-0.0468,10704
1672,9.6497,-0.0951,10704
1675,6.3547,-0.0146,10704
1677,10.0812,-0.0383,10704
1680,12.0426,0.1291,10704
1682,9.6105,0.0714,10704
1685,7.8845,0.1897,10704
1687,8.8260,0.1458,10704
1690,12.8271,0.0334,10704
1692,9.5321,0.0280,10704
1695,7.3746,-0.0936,10704
1698,9.6497,-0.0087,10704
1700,12.9056,-0.1085,10704
1703,9.8459,0.0185,10704
1705,7.1392,0.0499,10704
1708,10.4735,0.0322,10704
1710,12.0033,0.1054,10704
1713,10.9050,0.1023,10704
1715,6.7077,0.1669,10704
1718,8.9437,0.1081,10704
1720,11.1404,0.1105,10704
1723,9.9636,0.0889,10704
1725,7.0216,-0.0477,10704
1728,8.1199,0.0048,10704
1730,12.7094,-0.0871,10704
1733,9.9243,0.0562,10704
1735,7.6884,0.0676,10704
1738,8.7475,0.1270,10704
1740,13.2978,0.2376,10704
1743,9.9636,0.0950,10704
1746,8.3553,0.1287,10704
1748,7.7669,-0.0086,10704
1751,12.3172,0.0615,10704
1753,10.0812,-0.0611,10704
1756,7.7276,-0.0426,10704
1758,10.8265,-0.0255,10704
1761,10.7481,-0.1122,10704
1763,7.2177,-0.0043,10704
1766,8.2768,-0.0668,10704
1768,11.0227,0.1140,10704
1771,11.6503,0.0691,10704
1773,8.0807,0.1295,10704
1776,6.5901,0.1228,10704
1778,11.2580,0.0170,10704
1781,11.0227,0.0559,10704
1783,10.0028,-0.0398,10704
1786,6.7077,-0.0708,10704
1788,12.8663,-0.1246,10704
1791,11.5718,-0.0874,10704
1794,10.1989,0.0174,10704
1796,7.4923,-0.0378,10704
1799,11.1404,0.0661,10704
1801,12.0033,0.0871,10704
1804,9.8067,0.1253,10704
1806,7.6884,0.0715,10704
1809,10.3558,0.0290,10704
1811,12.4348,0.0399,10704
1814,8.7475,-0.0919,10704
1816,7.6492,-0.0524,10704
1819,10.3558,-0.1207,10704
1821,12.3564,-0.0344,10704
1824,9.6497,-0.0257,10704
1826,6.7862,0.0542,10704
1829,11.7680,0.1744,10704
1831,11.9249,0.0563,10704
1834,10.3166,0.1409,10704
1836,7.0608,0.0357,10704
1839,10.6696,0.0581,10704
1842,11.2580,-0.0170,10704
1844,9.7674,-0.0528,10704
1847,6.5901,0.0286,10704
1849,10.7873,-0.1035,10704
1852,12.3956,0.0201,10704
1854,9.5713,-0.0350,10704
1857,7.9238,0.1515,10704
1859,9.6105,0.1179,10704
1862,12.2779,0.1495,10704
1864,9.2575,0.1515,10704
1867,7.6100,0.0480,10704
1869,10.5912,0.0770,10704
1872,12.6310,-0.0251,10704
1874,9.7674,-0.0512,10704
1877,7.5707,-0.1151,10704
1879,10.5520,-0.1139,10704
1882,11.9641,0.0132,10704
1884,10.6696,-0.0173,10704
1887,6.4332,0.1156,10704
1890,10.5912,0.1475,10704
1892,11.1011,0.0975,10704
1895,10.1597,0.0799,10704
1897,6.9039,-0.0011,10704
1900,12.5133,0.0607,11520
1902,9.0221,-0.1089,11520
1905,7.2569,-0.0413,11520
1907,9.4144,-0.1362,11520
1910,12.8663,-0.1024,11520
1912,9.3752,-0.0587,11520
1915,8.0807,-0.0157,11520
1917,9.3359,0.1215,11520
1920,13.2586,0.0121,11520
1922,10.3166,0.1085,11520
1925,7.4923,0.0128,11520
1927,10.9442,-0.0340,11520
1930,12.2779,-0.0561,11520
1932,10.8265,-0.1487,11520
1935,7.2961,-0.0543,11520
1938,10.2774,-0.1935,11520
1940,11.7288,-0.0355,11520
1943,10.1989,-0.0365,11520
1945,6.4332,0.0150,11520
1948,9.2575,0.0470,11520
1950,12.1210,0.0532,11520
1953,9.2183,0.1050,11520
1955,7.1392,0.0215,11520
1958,8.2376,0.0636,11520
1960,13.2586,-0.0051,11520
1963,9.7674,-0.0825,11520
1965,8.2768,-0.1013,11520
1968,8.8260,-0.1355,11520
1970,12.7486,0.0132,11520
1973,10.1989,-0.0055,11520
1975,7.8845,0.1334,11520
1978,9.0613,0.2169,11520
1981,12.1602,0.1075,11520
1983,10.4343,0.1223,11520
