# fs=395.8 rpm=10912
timestamp_ms,az,current_A,rpm
1650,3.9227,-0.1064,10516
1652,13.6901,0.0573,10516
1655,12.6310,0.0057,10516
1657,5.3740,0.1062,10516
1660,15.8868,0.0662,10516
1662,-0.9807,0.0074,10516
1665,17.3774,0.0763,10516
1667,5.0602,-0.0520,10516
1670,15.6906,-0.0186,10516
1672,11.4934,0.0006,10516
1675,5.3740,-0.0640,10516
1677,14.7884,0.0894,10516
1680,0.6669,0.0461,10516
1682,19.2995,0.0935,10516
1685,4.9426,0.0077,10516
1687,15.4161,-0.0822,10516
1690,8.1591,0.0028,10516
1692,4.4718,-0.0864,10516
1695,13.1017,0.0253,10516
1698,1.0591,-0.0045,10516
1700,20.1625,-0.0299,10516
1703,4.3149,0.0858,10516
1705,15.0238,-0.0263,10516
1708,6.6293,-0.0216,10516
1710,5.0210,-0.0235,10516
1713,12.7879,-0.1597,10516
1715,3.2558,-0.0134,10516
1718,21.3000,-0.0257,10516
1720,3.6873,0.0495,10516
1723,15.6514,0.0618,10516
1725,5.0602,-0.0277,10516
1728,6.7470,0.0347,10516
1730,14.1216,-0.0835,10516
1733,4.6680,-0.0506,10516
1735,1.8437,-0.0520,10516
1738,1.6083,-0.0820,10516
1740,3.4127,0.0820,10516
1743,9.0613,-0.0001,10516
1746,14.6315,0.0575,10516
1748,6.0017,-0.0353,10516
1751,18.1227,-0.1456,10516
1753,0.2354,-0.0674,10516
1756,15.1807,-0.1206,10516
1758,3.2166,-0.0344,10516
1761,12.9840,0.0172,10516
1763,13.8862,-0.0199,10516
1766,4.7464,0.0734,10516
1768,16.3967,-0.0401,10516
1771,-0.7845,-0.0451,10516
1773,16.0829,-0.0225,10516
1776,4.0796,-0.1680,10516
1778,15.1807,-0.0271,10516
1781,11.5326,-0.0706,10516
1783,4.9426,0.0688,10516
1786,14.9846,0.0083,10516
1788,-1.0199,-0.0386,10516
1791,17.9266,0.0568,10516
1794,5.2956,-0.0620,10516
1796,15.7691,-0.0618,10516
1799,10.1205,-0.0158,10516
1801,4.4326,-0.0832,10516
1804,14.7100,0.0646,10516
1806,-0.2746,0.0387,10516
1809,19.4172,0.0578,10516
1811,5.2956,0.0009,10516
1814,15.8475,-0.1429,10516
1816,8.5122,-0.1050,10516
1819,5.2171,-0.1355,10516
1821,13.1409,-0.0537,10516
1824,1.0983,0.0205,10516
1826,20.4763,-0.0054,10516
1829,4.5503,0.0909,10516
1831,15.1807,-0.0258,10516
1834,8.1591,-0.0343,10516
1836,4.9818,-0.0852,10516
1839,13.1801,-0.2213,10516
1842,1.0983,-0.0364,10516
1844,20.4763,-0.0570,10516
1847,3.8442,0.0405,10516
1849,15.1807,0.0503,10516
1852,6.1193,-0.0251,10516
1854,4.9818,0.0389,10516
1857,13.4155,-0.0498,10516
1859,21.7708,-0.0436,10516
1862,21.4962,0.0121,10516
1864,15.8083,-0.0674,10516
1867,4.3542,0.0735,10516
1869,6.3939,0.0384,10516
1872,14.2785,0.0504,10516
1874,4.9426,-0.0106,10516
1877,19.9663,-0.1252,10516
1879,1.8437,-0.0528,10516
1882,14.9061,-0.1055,10516
1884,3.3735,-0.0301,10516
1887,9.9243,0.0222,10516
1890,14.9453,0.0000,10516
1892,6.2370,0.0883,10516
1895,19.0249,-0.0091,10516
1897,0.4315,-0.0436,10516
1900,14.5531,0.0415,10800
