# fs=395.8 rpm=10577
timestamp_ms,az,current_A,rpm
1650,12.1602,-0.1317,10140
1652,11.7288,-0.0071,10140
1655,10.4343,-0.0358,10140
1657,7.4923,0.1136,10140
1660,9.0613,0.0308,10140
1662,12.3172,0.0958,10140
1665,10.9834,-0.0320,10140
1667,10.0420,0.0188,10140
1670,6.4332,-0.1255,10140
1672,9.4144,-0.1142,10140
1675,11.9641,-0.1040,10140
1677,12.0818,-0.0084,10140
1680,9.3752,-0.0369,10140
1682,7.2569,0.0323,10140
1685,9.9636,0.0859,10140
1687,11.7680,0.0720,10140
1690,11.6895,-0.0176,10140
1692,8.5906,-0.0937,10140
1695,8.0022,-0.0526,10140
1698,9.1790,-0.1281,10140
1700,12.7486,-0.0027,10140
1703,11.6503,-0.0798,10140
1705,8.8260,0.0697,10140
1708,7.8845,0.0177,10140
1710,9.1790,0.0741,10140
1713,12.9448,-0.0033,10140
1715,10.5520,0.0112,10140
1718,9.5713,-0.0902,10140
1720,6.5508,-0.0267,10140
1723,9.2183,-0.1185,10140
1725,12.4348,-0.0540,10140
1728,9.8459,-0.0117,10140
1730,8.9437,0.0910,10140
1733,7.7669,-0.0093,10140
1735,10.6696,0.0408,10140
1738,11.0619,-0.0552,10140
1740,10.9050,-0.0140,10140
1743,7.8453,-0.1201,10140
1746,6.7862,-0.1449,10140
1748,10.6696,-0.0216,10140
1751,12.0818,0.0146,10140
1753,11.7288,0.0584,10140
1756,8.4337,0.0441,10140
1758,7.9630,0.1684,10140
1761,9.9636,0.0330,10140
1763,11.8072,0.1074,10140
1766,9.9636,-0.0979,10140
1768,8.0807,-0.0261,10140
1771,9.2967,-0.1179,10140
1773,12.9448,0.0438,10140
1776,9.6105,-0.0690,10140
1778,8.3945,0.0612,10140
1781,7.1392,0.0144,10140
1783,10.1989,0.0792,10140
1786,12.6310,0.0101,10140
1788,10.5520,0.0252,10140
1791,8.5122,-0.0685,10140
1794,7.1785,-0.0331,10140
1796,11.8072,-0.0755,10140
1799,11.7680,-0.0528,10140
1801,10.9442,0.0926,10140
1804,8.3553,0.1104,10140
1806,7.5707,0.0719,10140
1809,11.6503,0.0464,10140
1811,11.5718,0.0978,10140
1814,10.7873,0.0148,10140
1816,8.0022,0.0704,10140
1819,8.5906,-0.0673,10140
1821,11.2188,0.0463,10140
1824,13.1801,0.0063,10140
1826,9.4144,0.1560,10140
1829,7.7276,0.0995,10140
1831,9.5713,0.1881,10140
1834,10.9442,0.0282,10140
1836,12.1995,0.1105,10140
1839,9.5321,-0.0861,10140
1842,7.9630,-0.0370,10140
1844,8.0415,-0.1037,10140
1847,12.3172,0.0317,10140
1849,12.3564,-0.0453,10140
1852,9.8851,0.0396,10140
1854,8.0022,0.0901,10140
1857,7.2569,0.0873,10140
1859,12.5917,-0.0059,10140
1862,11.7680,-0.0949,10140
1864,10.5520,-0.0634,10140
1867,7.8061,-0.0928,10140
1869,8.4729,-0.0590,10140
1872,11.4934,-0.0897,10140
1874,10.7481,0.0900,10140
1877,9.4928,0.0918,10140
1879,6.7470,0.0705,10140
1882,10.4343,0.0471,10140
1884,11.7680,0.0933,10140
1887,12.1602,0.0025,10140
1890,9.0221,0.0926,10140
1892,6.9823,-0.0465,10140
1895,10.0028,0.0490,10140
1897,11.9641,0.0236,10140
1900,11.7680,0.1432,10560
1902,8.9044,0.0469,10560
1905,7.8061,0.0904,10560
