# fs=395.8 rpm=10789
timestamp_ms,az,current_A,rpm
1650,9.8459,-0.0839,10516
1652,11.7288,0.0068,10516
1655,10.3558,-0.0474,10516
1657,7.2569,0.1228,10516
1660,8.2768,0.0623,10516
1662,13.0232,0.1605,10516
1665,10.3950,0.0963,10516
1667,8.5122,0.0104,10516
1670,8.0807,-0.0555,10516
1672,13.0232,-0.1101,10516
1675,10.5520,-0.0573,10516
1677,9.4536,-0.1502,10516
1680,7.1785,-0.0299,10516
1682,11.6111,-0.0329,10516
1685,11.4542,0.1390,10516
1687,8.4729,0.1179,10516
1690,7.6100,0.1366,10516
1692,10.3950,0.1570,10516
1695,11.5326,0.0280,10516
1698,9.0221,0.0523,10516
1700,8.1199,-0.0878,10516
1703,10.5127,-0.0056,10516
1705,13.2978,-0.1272,10516
1708,9.7282,0.0092,10516
1710,7.2177,0.0389,10516
1713,10.6304,0.0766,10516
1715,12.2387,0.1093,10516
1718,11.1011,0.1168,10516
1720,6.5901,0.1448,10516
1723,9.1398,0.0529,10516
1725,11.6111,0.0943,10516
1728,10.1989,-0.0279,10516
1730,7.6884,-0.0560,10516
1733,8.2376,-0.1197,10516
1735,12.2779,-0.1308,10516
1738,10.4735,-0.0121,10516
1740,8.1984,-0.0680,10516
1743,7.2961,0.0569,10516
1746,13.3370,0.0899,10516
1748,10.7089,0.1389,10516
1751,9.7674,0.0642,10516
1753,7.1785,-0.0051,10516
1756,11.6111,-0.0445,10516
1758,11.3365,-0.1380,10516
1761,8.6691,-0.1411,10516
1763,7.1785,-0.1699,10516
1766,9.8459,-0.0368,10516
1768,7.7669,-0.1002,10516
1771,7.4923,0.0577,10516
1773,9.6105,0.0965,10516
1776,12.2387,0.0817,10516
1778,9.6890,0.0614,10516
1781,6.8647,-0.0154,10516
1783,9.7674,0.0317,10516
1786,11.6503,-0.1131,10516
1788,10.4735,-0.0448,10516
1791,7.3354,-0.1376,10516
1794,8.7868,-0.0683,10516
1796,11.7680,-0.0674,10516
1799,11.0619,0.0940,10516
1801,7.6100,0.1659,10516
1804,8.1199,0.0780,10516
1806,12.3564,0.0915,10516
1809,10.9834,-0.0446,10516
1811,9.2575,0.0108,10516
1814,7.1000,-0.1296,10516
1816,13.4547,-0.0686,10516
1819,11.6111,-0.1331,10516
1821,9.9243,-0.1199,10516
1824,7.1000,-0.0780,10516
1826,11.2973,-0.0424,10516
1829,11.7680,0.1127,10516
1831,9.4536,0.0223,10516
1834,7.8061,0.1043,10516
1836,9.9636,0.0283,10516
1839,13.1409,0.0166,10516
1842,9.2967,-0.0874,10516
1844,8.1199,-0.0876,10516
1847,8.9829,-0.0852,10516
1849,13.1017,-0.1217,10516
1852,10.2381,-0.0371,10516
1854,7.6884,-0.0710,10516
1857,9.3752,0.1093,10516
1859,12.5525,0.0273,10516
1862,11.4542,0.1092,10516
1864,8.0415,0.0331,10516
1867,8.8652,-0.0074,10516
1869,11.5718,-0.0850,10516
