# fs=395.7 rpm=10532
timestamp_ms,az,current_A,rpm
1650,11.8072,-0.0310,9953
1652,7.5707,0.0257,9953
1655,9.1006,-0.0575,9953
1657,11.4542,-0.0988,9953
1660,12.9056,-0.0986,9953
1662,9.6497,-0.1572,9953
1665,8.5122,-0.0777,9953
1667,7.4923,-0.1571,9953
1670,11.0619,0.0041,9953
1672,12.8663,-0.0569,9953
1675,10.7873,0.0272,9953
1677,8.5906,-0.0444,9953
1680,6.4332,-0.0459,9953
1682,9.9243,-0.1157,9953
1685,11.4542,-0.0731,9953
1687,12.0033,-0.1127,9953
1690,9.7674,-0.1013,9953
1692,7.4531,0.0718,9953
1695,9.0613,0.0621,9953
1698,11.4149,0.1296,9953
1700,12.4741,0.0773,9953
1703,9.8851,0.0916,9953
1705,9.1790,-0.0152,9953
1708,7.2177,0.0116,9953
1710,10.2381,-0.0394,9953
1713,12.7094,-0.0409,9953
1715,10.0420,0.1133,9953
1718,8.2768,0.1085,9953
1720,6.6293,0.1285,9953
1723,9.8851,0.0855,9953
1725,11.8857,0.1103,9953
1728,12.6310,-0.0195,9953
1730,9.3752,0.0433,9953
1733,6.8647,-0.0693,9953
1735,9.1790,0.0127,9953
1738,11.1796,0.0223,9953
1740,12.4741,0.1115,9953
1743,9.2967,0.0344,9953
1746,7.8845,0.0336,9953
1748,7.1392,0.0714,9953
1751,11.3365,-0.0003,9953
1753,12.4348,0.0642,9953
1756,10.1989,-0.0705,9953
1758,7.4531,0.0221,9953
1761,10.1205,0.0199,9953
1763,11.8072,0.1218,9953
1766,11.8857,0.0321,9953
1768,9.4144,0.0381,9953
1771,7.2961,0.0237,9953
1773,9.2575,-0.0180,9953
1776,11.5326,-0.0201,9953
1778,12.3956,-0.1513,9953
1781,9.4144,-0.0296,9953
1783,8.5906,-0.0378,9953
1786,6.8254,0.1231,9953
1788,11.2973,0.0548,9953
1791,12.9448,0.1247,9953
1794,10.0812,0.0038,9953
1796,8.9044,0.0396,9953
1799,7.5315,-0.0646,9953
1801,11.4934,-0.1088,9953
1804,12.2387,0.0210,9953
1806,12.1210,0.0307,9953
1809,8.5122,0.1637,9953
1811,6.6293,0.1095,9953
1814,8.8260,0.1856,9953
1816,11.0619,0.0314,9953
1819,12.1602,0.0931,9953
1821,9.5713,-0.0668,9953
1824,8.0807,-0.0688,9953
1826,7.3354,-0.0901,9953
1829,10.8265,0.0133,9953
1831,12.1210,0.0333,9953
1834,10.1989,0.0503,9953
1837,8.9044,0.1718,9953
1839,6.5901,0.0328,9953
1842,10.5127,0.1086,9953
1844,12.2779,-0.0739,9953
1847,11.8072,-0.0572,9953
1849,9.2575,-0.0691,9953
1852,7.4531,0.0260,9953
1854,9.0221,0.0329,9953
1857,11.4149,0.0388,9953
1859,12.7094,0.1491,9953
1862,9.2967,0.0513,9953
1864,8.1199,0.1375,9953
1867,7.1785,-0.0677,9953
1869,10.3950,-0.0160,9953
1872,13.0625,-0.0805,9953
1874,10.7089,0.0594,9953
1877,9.4536,-0.0216,9953
