# fs=395.8 rpm=10683
timestamp_ms,az,current_A,rpm
1650,1.1768,-0.1298,9859
1652,15.6122,-0.0539,9859
1655,2.8635,-0.0776,9859
1657,13.4547,-0.1212,9859
1660,13.1409,0.0377,9859
1662,7.5707,0.0473,9859
1665,16.9459,0.0261,9859
1667,0.6669,0.1034,9859
1670,15.3768,-0.0739,9859
1672,3.2558,-0.1612,9859
1675,13.7293,-0.0029,9859
1677,12.5917,-0.0616,9859
1680,7.3746,0.0785,9859
1682,16.9067,0.0657,9859
1685,0.1961,-0.0093,9859
1687,15.4553,0.0257,9859
1690,3.6088,-0.0936,9859
1692,14.0431,-0.1283,9859
1695,12.4741,0.0356,9859
1698,6.7862,-0.0479,9859
1700,16.0437,0.0451,9859
1703,-0.1961,0.1621,9859
1705,15.8083,0.0426,9859
1708,2.9420,0.0495,9859
1710,14.5138,0.0038,9859
1713,12.2387,-0.1501,9859
1715,6.2370,-0.0345,9859
1718,15.9652,0.0454,9859
1720,0.1177,0.0930,9859
1723,16.7498,0.1799,9859
1725,3.6873,0.0121,9859
1728,14.7492,-0.0686,9859
1730,12.4741,0.0119,9859
1733,6.0801,-0.0877,9859
1735,16.3183,0.0218,9859
1738,0.6669,0.0227,9859
1740,16.3183,0.0123,9859
1743,3.4519,0.0930,9859
1746,15.3768,-0.0063,9859
1748,11.9641,-0.0796,9859
1751,6.7077,0.0117,9859
1753,16.2006,-0.0950,9859
1756,0.0785,-0.0707,9859
1758,16.2006,0.1218,9859
1761,3.6088,0.0430,9859
1763,11.0227,0.0851,9859
1766,6.0409,0.0739,9859
1768,15.6514,-0.1219,9859
1771,-0.5099,-0.1151,9859
1773,16.2006,-0.0401,9859
1776,4.0403,-0.0600,9859
1778,14.6707,0.1276,9859
1781,10.8265,0.0303,9859
1783,6.6685,0.0103,9859
1786,15.1807,0.0770,9859
1788,-0.2746,-0.0696,9859
1791,16.5929,-0.0439,9859
1794,3.9619,-0.0429,9859
1796,14.9846,-0.1049,9859
1799,11.0227,0.0150,9859
1801,6.1978,0.0881,9859
1804,15.0630,0.0255,9859
1806,-0.2354,0.0801,9859
1809,17.1028,-0.0591,9859
1811,4.1188,-0.1892,9859
1814,15.4553,-0.0312,9859
1816,11.4542,-0.0452,9859
1819,6.3547,0.0507,9859
1821,14.7884,0.1426,9859
1824,-0.1961,0.0313,9859
1826,17.1028,0.0092,9859
1829,4.4326,0.0120,9859
1831,15.6514,-0.1059,9859
1834,10.9050,0.0396,9859
1836,6.4724,-0.0151,9859
1839,15.4161,0.0129,9859
1842,0.0785,0.1177,9859
1844,17.2989,-0.0199,9859
1847,4.4326,-0.0448,9859
1849,15.6906,0.0301,9859
1852,10.7873,-0.1199,9859
1854,6.7862,-0.0461,9859
1857,15.6906,0.1420,9859
1859,-0.0392,0.1478,9859
1862,16.8674,0.2101,9859
1864,4.9426,0.0795,9859
1867,15.9652,-0.0805,9859
1869,10.2774,-0.0420,9859
1872,6.9039,-0.0714,9859
1874,14.7884,-0.0298,9859
1877,0.2354,0.1475,9859
1879,17.6912,0.0563,9859
1882,5.3740,0.0788,9859
1884,16.5929,0.0640,9859
1887,10.3950,-0.0865,9859
1890,6.6685,-0.0223,9859
1892,14.3177,-0.0828,9859
1895,0.1961,-0.1113,9859
1897,17.7696,0.0762,9859
1900,5.2564,0.0532,10560
1902,16.3967,0.0501,10560
1905,10.1989,0.1284,10560
1907,6.2763,-0.0723,10560
1910,14.3569,-0.1396,10560
1912,17.4951,0.0227,10560
1915,4.9818,-0.0589,10560
1917,16.7890,0.0809,10560
1920,9.9636,0.0657,10560
1922,6.7470,0.0509,10560
1925,14.6707,0.0696,10560
1927,0.4707,-0.0379,10560
1930,17.6912,-0.0823,10560
1932,5.5702,0.0623,10560
1935,16.9851,-0.0220,10560
1938,9.2967,0.0286,10560
1940,6.1978,0.1343,10560
1943,13.9647,0.0033,10560
1945,-0.5099,0.0044,10560
1948,17.4166,0.0680,10560
1950,5.7271,-0.0994,10560
1953,16.9067,0.0111,10560
1955,10.2774,0.1992,10560
1958,6.9039,0.1780,10560
1960,14.3177,0.2496,10560
1963,0.4707,0.0739,10560
1965,17.8481,-0.0363,10560
1968,5.0602,0.0086,10560
1970,16.2398,-0.0728,10560
1973,10.1597,-0.0002,10560
1975,6.8647,0.0647,10560
1978,14.2393,0.0298,10560
1980,0.4707,0.0987,10560
1983,17.8089,0.0260,10560
1986,5.4525,-0.1037,10560
1988,16.3967,-0.0187,10560
1991,10.3166,-0.0607,10560
1993,6.3155,-0.0991,10560
1996,14.5138,0.0572,10560
1998,0.3923,0.0501,10560
2001,16.9067,0.0285,10560
2003,4.6680,0.1035,10560
2006,16.1221,-0.0823,10560
2008,10.5520,-0.1703,10560
2011,6.6685,0.0064,10560
2013,15.1022,-0.0420,10560
2016,0.3923,0.0756,10560
2018,17.5343,0.0795,10560
2021,4.8641,-0.0093,10560
2023,16.7498,0.0074,10560
2026,11.4149,-0.0673,10560
2028,6.6685,-0.1217,10560
2031,15.6514,0.0386,10560
2034,0.2354,-0.0388,10560
2036,17.1028,-0.0033,10560
2039,4.5111,0.1085,10560
2041,15.2984,-0.0265,10560
2044,10.9050,-0.0196,10560
2046,6.4724,0.0613,10560
2049,15.1415,-0.0979,10560
2051,-0.0785,-0.0105,10560
2054,17.0243,0.1638,10560
2056,15.6122,0.1251,10560
2059,10.2381,0.2013,10560
2061,6.6685,0.0636,10560
2064,14.9846,-0.0803,10560
2066,-0.1961,-0.0269,10560
2069,17.2205,-0.1069,10560
2071,3.9227,-0.0527,10560
2074,15.4161,0.0992,10560
2077,11.4149,0.0270,10560
2079,6.5116,0.0703,10560
2082,15.4945,0.0332,10560
2084,0.3530,-0.1048,10560
2087,16.9851,-0.0373,10560
2089,4.5503,-0.0791,10560
2092,15.8868,-0.1160,10560
2094,11.2973,0.0578,10560
2097,6.4724,0.0448,10560
2099,15.2591,0.0122,10560
2102,0.3138,0.1066,10560
2104,16.8674,-0.0757,10560
2107,4.2365,-0.1386,10560
2109,16.0829,0.0294,10560
2112,10.8658,-0.0329,10560
2114,6.4332,0.1141,10560
2117,15.8083,0.1031,10560
2119,0.0392,0.0199,10560
2122,17.2989,0.0466,10560
2125,4.8249,-0.0601,10560
2127,16.1221,-0.1208,10560
2130,11.3365,0.0341,10560
2132,7.0216,-0.0400,10560
2135,15.9652,0.0048,10560
2137,0.3530,0.1239,10560
2140,17.3382,-0.0147,10560
2142,4.5503,-0.0279,10560
2145,15.6906,0.0641,10560
2147,10.6304,-0.0969,10560
2150,6.3939,-0.0312,10560
2152,15.1022,0.1456,10560
2155,-0.0392,0.1083,10560
2157,17.1028,0.1727,10560
2160,4.0403,0.0353,10560
2162,14.5531,-0.1109,10560
2165,11.1404,-0.0561,10560
2167,6.1193,-0.1056,10560
2170,14.9846,-0.0386,10560
2173,-0.2746,0.1485,10560
2175,16.6713,0.0552,10560
2178,3.8834,0.1066,10560
2180,15.0238,0.0922,10560
2183,11.4149,-0.0416,10560
2185,6.3155,0.0021,10560
2188,15.3768,-0.0241,10560
2190,0.0392,-0.0876,10560
2193,16.2398,0.0545,10560
2195,3.9227,0.0936,10560
2198,14.9061,0.0452,10560
2200,11.1796,0.1112,10560
2203,16.5536,-0.0523,10560
2205,16.6713,-0.1644,10560
2208,16.0437,0.0016,10560
2210,3.6481,-0.0350,10560
2213,14.1608,0.0803,10560
2215,12.3564,0.1018,10560
2218,6.8647,0.0116,10560
2221,16.5144,0.0147,10560
2223,0.4707,-0.0356,10560
2226,15.5337,-0.1274,10560
2228,3.5696,0.0213,10560
2231,13.4155,-0.0078,10560
2233,12.9448,-0.0018,10560
2236,7.4923,0.1079,10560
2238,17.1028,-0.0237,10560
2241,1.2160,-0.0702,10560
2243,16.2398,0.0385,10560
2246,3.6481,-0.0938,10560
2248,13.8862,-0.0402,10560
2251,13.1409,0.1594,10560
2253,7.3354,0.1129,10560
2256,16.7890,0.1537,10560
2258,0.8238,0.0316,10560
2261,15.6122,-0.1141,10560
2263,2.7066,-0.0595,10560
2266,13.1409,-0.0928,10560
2269,13.3763,-0.0525,10560
2271,7.5707,0.1353,10560
2274,17.5735,0.0369,10560
2276,1.3337,0.0218,10560
2279,15.4553,0.0828,10560
2281,2.3144,-0.0359,10560
2284,12.5917,-0.0597,10560
2286,12.9840,0.0978,10560
2289,7.4138,-0.0120,10560
2291,17.5343,0.0802,10560
2294,1.4514,0.1808,10560
2296,15.3768,0.0507,10560
2299,2.9420,0.0734,10560
2301,12.9448,-0.0151,10560
2304,12.8271,-0.1707,10560
2306,7.3354,-0.0260,10560
2309,17.3382,0.0023,10560
2311,0.6669,0.0813,10560
2314,15.1415,0.1902,10560
2317,2.8243,0.0646,10560
2319,12.7486,0.0185,10560
2322,12.9056,0.0859,10560
2324,7.4923,-0.0247,10560
2327,16.7890,0.0537,10560
2329,0.6669,0.1426,10560
2332,15.1022,0.0829,10560
2334,3.0597,0.1387,10560
2337,12.8663,0.0913,10560
2339,13.2586,-0.0437,10560
2342,7.5707,0.0226,10560
2344,17.1813,-0.0413,10560
2347,0.9807,-0.0708,10560
2349,15.9260,0.1125,10560
2352,12.0818,0.0841,10560
2354,13.7293,0.1018,10560
2357,7.4923,0.1606,10560
2359,17.3774,-0.0462,10560
2362,0.9414,-0.0410,10560
2365,15.1807,0.0334,10560
2367,2.4713,-0.0119,10560
2370,12.5525,0.1633,10560
2372,13.4155,0.0900,10560
2375,6.9039,0.0304,10560
2377,17.0636,0.0541,10560
2380,0.5884,-0.0282,10560
2382,15.0238,-0.0989,10560
2385,2.9028,0.0619,10560
2387,12.8663,-0.0144,10560
2390,12.9840,0.0213,10560
2392,7.2569,0.1065,10560
2395,17.8089,-0.0229,10560
2397,0.4315,-0.0290,10560
2400,15.0238,0.0612,11760
2402,3.2166,-0.0993,11760
2405,12.8271,0.0256,11760
2407,12.7094,0.0834,11760
2410,7.2569,0.1195,11760
2413,17.6912,0.2161,11760
2415,0.8630,0.0598,11760
2418,15.1807,-0.0286,11760
2420,2.3536,0.0537,11760
2423,12.1995,-0.0221,11760
2425,12.9056,0.0455,11760
2428,7.0608,0.2094,11760
2430,16.9851,0.1103,11760
2433,0.8238,0.1391,11760
2435,15.6514,0.1453,11760
2438,2.6674,-0.0174,11760
2440,12.9840,0.0233,11760
2443,13.7293,-0.0355,11760
2445,7.2569,-0.0685,11760
2448,17.6520,0.1034,11760
2450,1.2945,0.0529,11760
2453,15.4945,0.0504,11760
2455,2.6674,0.1111,11760
2458,13.2978,-0.0890,11760
2461,13.8470,-0.0839,11760
2463,7.7669,-0.0240,11760
2466,17.2597,-0.0424,11760
2468,1.0983,0.1341,11760
2471,15.4553,0.0783,11760
2473,2.6282,0.0106,11760
2476,12.3564,0.0439,11760
2478,13.1801,-0.0415,11760
2481,7.0608,-0.1122,11760
2483,17.8481,0.0460,11760
2486,1.0983,-0.0331,11760
2488,15.6122,0.0158,11760
2491,3.4519,0.1150,11760
2493,12.9840,-0.0124,11760
2496,13.3370,-0.0110,11760
2498,7.4923,-0.0437,11760
2501,0.9807,-0.1885,11760
2504,15.2591,-0.0561,11760
2506,2.8635,-0.0128,11760
2509,13.2978,0.0514,11760
2511,13.2194,0.1570,11760
2514,7.8845,0.0167,11760
2516,17.3382,-0.0444,11760
2519,1.1376,0.0220,11760
2521,15.3376,-0.0784,11760
2524,2.4713,0.0015,11760
2526,13.0625,0.1348,11760
2529,13.1017,0.0724,11760
2531,7.1785,0.1186,11760
2534,16.7498,0.0769,11760
2536,0.9807,-0.0697,11760
2539,15.4945,0.0070,11760
2541,3.0204,-0.0742,11760
2544,13.4940,-0.0817,11760
2546,12.8663,0.1157,11760
2549,7.1392,0.0535,11760
2552,16.5929,0.0751,11760
2554,0.6669,0.0308,11760
2557,15.5337,-0.1357,11760
2559,3.6873,-0.1053,11760
2562,14.0431,-0.0631,11760
2564,12.3564,-0.0789,11760
2567,7.2177,0.1096,11760
2569,16.5144,0.0320,11760
2572,0.0392,-0.0301,11760
2574,15.4945,0.0217,11760
2577,3.9619,-0.0943,11760
2579,13.8862,-0.1276,11760
2582,12.5525,0.0375,11760
2584,8.0415,-0.0555,11760
2587,16.8674,0.0034,11760
2589,0.9414,0.1325,11760
2592,15.7691,0.0240,11760
2594,3.1774,0.0782,11760
2597,13.3763,-0.0353,11760
2600,13.1801,-0.1709,11760
2602,7.7669,-0.0143,11760
2605,17.2205,-0.0289,11760
2607,0.9414,0.0854,11760
2610,15.4553,0.1709,11760
2612,2.7851,0.0442,11760
2615,12.9840,-0.0027,11760
2617,13.8862,0.0901,11760
2620,7.2961,-0.0388,11760
2622,17.2597,0.0561,11760
2625,0.7845,0.0950,11760
2627,15.2591,0.0555,11760
2630,2.5105,0.1154,11760
2632,13.2586,0.0258,11760
2635,13.3370,-0.0804,11760
2637,7.6100,0.0103,11760
2640,17.6520,-0.1054,11760
2642,1.0983,-0.0612,11760
2645,2.7851,0.1410,11760
2648,13.7685,0.1011,11760
2650,12.8663,0.1737,10560
2653,7.1392,0.1322,10560
2655,17.9266,-0.0291,10560
2658,0.8238,0.0016,10560
# fs=395.8 rpm=10865
timestamp_ms,az,current_A,rpm
2804,2.5105,-0.0768,0
2806,9.3752,-0.0618,0
2809,13.4155,-0.1124,0
2811,6.6685,-0.1822,0
2814,18.3188,-0.0135,0
2816,1.8829,-0.0798,0
2819,15.2199,-0.0277,0
2821,9.5321,0.0962,0
2824,13.7685,-0.0277,0
2826,6.9431,-0.0305,0
2829,18.9857,0.0651,0
2831,1.5298,-0.0855,0
2834,14.9061,-0.0058,0
2836,2.3536,0.1913,0
2839,9.6890,0.1570,0
2841,13.4547,0.2029,0
2844,6.9431,0.0806,0
2846,19.5741,-0.0920,0
2849,2.1575,-0.0368,0
2852,15.5730,-0.0526,0
2854,2.9028,-0.0216,0
2857,9.8851,0.1740,0
2859,13.4155,0.0697,0
2862,7.0216,0.0935,0
2864,18.3973,0.1183,0
2867,1.5691,-0.0293,0
2869,15.9260,0.0237,0
2872,2.7851,0.0171,0
2874,9.9636,-0.0636,0
2877,13.8470,0.0527,0
2879,6.9823,0.1012,0
2882,18.7895,0.0471,0
2884,1.8829,0.0997,0
2887,16.1221,-0.0529,0
2889,2.6282,-0.1682,0
2892,10.5127,-0.0101,0
2894,13.6901,-0.0279,0
2897,7.1392,0.0719,0
2900,17.9266,0.1711,10800
2902,1.7652,0.0588,10800
2905,15.3376,0.0378,10800
2907,2.0790,0.0912,10800
2910,10.1597,-0.0320,10800
2912,13.1801,0.1037,10800
2915,6.7077,0.0681,10800
2917,18.6719,0.0640,10800
2920,2.1575,0.1644,10800
2922,15.4553,0.0165,10800
2925,3.0989,-0.0386,10800
2927,8.8260,0.0608,10800
2930,12.5525,-0.0689,10800
2932,6.6685,-0.0133,10800
2935,20.2017,0.1687,10800
2937,2.0790,0.1188,10800
2940,15.8475,0.1593,10800
2942,4.0403,0.0847,10800
2945,7.3746,-0.0983,10800
2948,12.4348,-0.0728,10800
2950,5.9232,-0.0584,10800
2953,19.2210,-0.0586,10800
2955,2.0398,0.1236,10800
2958,14.7100,0.0171,10800
2960,3.8442,0.0298,10800
2963,12.3956,0.1079,10800
2965,4.8641,-0.0492,10800
2968,20.6332,0.0042,10800
2970,3.8442,-0.0178,10800
2973,15.6906,-0.0848,10800
2975,5.0602,0.0380,10800
2978,6.6293,0.0933,10800
2980,11.9641,0.0514,10800
2983,4.2757,0.1217,10800
2985,20.1625,-0.0348,10800
